location_i;city_state_x;region_c;milepost_i;latitude;longitude
62850;ОЗИНКИ-ЭКСПОРТ_РФ;НОД-12;66500;51°17'55'';50°2'15''
66000;Кандыагаш (бывш. Кандагач);НОД-11;66000;49°23'32'';57°20'33''
66003;Разъезд    6 км;НОД-11;66003;49°21'40'';57°17'24''
66010;Байтерек (рзд);НОД-13;66010;47°20'57'';53°26'10''
66020;Разъезд № 315;НОД-11;66020;49°17'38'';57°10'33''
66030;Темир;НОД-11;66030;49°15'5'';57°1'44''
66032;Калмаккырган (бывш. Калмыкарган);НОД-11;66032;49°11'3'';56°44'6''
66040;Жаксымай;НОД-11;66040;49°9'1'';56°34'16''
66050;Шубаркудык;НОД-11;66050;49°5'37'';56°23'54''
66051;Кенжалы (бывш. Кинжалы);НОД-11;66051;48°54'37'';56°8'23''
66060;Караулкелды;НОД-11;66060;48°41'37'';55°50'2''
66061;Рзд 174 КМ;НОД-11;66061;48°35'53'';55°38'34''
66063;Оп 202 км;НОД-11;66063;48°27'7'';55°14'53''
66070;Ногайты (бывш. Нугайты);НОД-11;66070;48°21'58'';55°2'23''
66071;Разъезд  236 км;НОД-11;66071;48°18'17'';54°49'55''
66080;Сагиз;НОД-13;66080;48°14'23'';54°36'46''
66081;Разъезд  265 км;НОД-13;66081;48°12'20'';54°29'50''
66082;Разъезд  279 км;НОД-13;66082;48°9'28'';54°20'8''
66083;Мукур;НОД-13;66083;48°6'23'';54°9'45''
66084;Жантерек;НОД-13;66084;48°1'28'';53°53'8''
66085;Кенбай (рзд);НОД-13;66085;47°58'23'';53°42'45''
66090;Менлибай;НОД-9;66090;42°31'37'';70°1'9''
66100;Жамансор;НОД-13;66100;47°54'5'';53°28'12''
66101;Рзд 377 КМ;НОД-13;66101;47°50'44'';53°10'55''
66110;Макат;НОД-13;66110;47°48'33'';52°59'38''
66111;Разъезд №  472;НОД-13;66111;47°38'5'';53°9'45''
66113;Разъезд №  470;НОД-13;66113;47°15'17'';53°31'48''
66114;Разъезд №  469;НОД-13;66114;47°2'57'';53°43'42''
66115;Разъезд  402 км;НОД-13;66115;47°46'50'';52°54'34''
66120;Карабатано;НОД-13;66120;47°36'9'';52°19'31''
66130;Доссор;НОД-13;66130;47°42'42'';52°42'26''
66131;Разъезд 441 км;НОД-13;66131;47°41'16'';52°38'7''
66132;Рзд 414 КМ;НОД-13;66132;47°44'46'';52°48'30''
66140;Искине;НОД-13;66140;47°39'44'';52°33'30''
66141;Таскескен (рзд);НОД-13;66141;47°38'1'';52°26'47''
66143;Рзд 496 КМ;НОД-13;66143;47°32'37'';52°9'37''
66150;Тендык;НОД-13;66150;47°29'35'';52°1'8''
66160;Акжайык;НОД-13;66160;47°21'53'';51°50'6''
66170;Атырау;НОД-13;66170;47°22'2'';51°39'23''
66180;Махамбет;НОД-13;66180;47°28'7'';51°20'35''
66181;Туманное (рзд);НОД-13;66181;47°27'22'';51°4'7''
66182;Разъезд № 16-C;НОД-13;66182;47°26'58'';50°55'0''
66183;Баксай;НОД-13;66183;47°26'38'';50°47'7''
66190;Махамбет (эксп.);НОД-13;66180;47°28'7'';51°20'35''
66200;Дины Нурпеисовой (рзд) (эксп);НОД-13;66240;47°0'17'';48°20'12''
66210;Ак-Кистау;НОД-13;66210;47°26'17'';50°39'13''
66211;Разъезд № 15-A;НОД-13;66211;47°24'0'';50°29'45''
66212;Разъезд № 14-B;НОД-13;66212;47°21'43'';50°20'17''
66213;Нарын (рзд);НОД-13;66213;47°19'35'';50°11'27''
66220;Сазанкурак (бывш. Разъезд №   12);НОД-13;66220;47°17'27'';50°2'37''
66221;Разъезд № 11;НОД-13;66221;47°15'10'';49°53'9''
66222;Исатай;НОД-13;66222;47°13'1'';49°44'19''
66223;Разъезд № 10;НОД-13;66223;47°10'53'';49°35'29''
66224;Разъезд № 9-B;НОД-13;66224;47°8'36'';49°26'1''
66225;Афанасьево (рзд);НОД-13;66225;47°6'37'';49°17'49''
66226;Разъезд № 7-A;НОД-13;66226;47°4'20'';49°8'21''
66227;Разъезд № 6-A;НОД-13;66227;47°2'21'';49°0'9''
66230;Ганюшкино;НОД-13;66230;47°0'50'';48°53'50''
66231;Разъезд № 5-B;НОД-13;66231;47°0'41'';48°44'35''
66232;Разъезд № 4-B;НОД-13;66232;47°0'29'';48°31'58''
66240;Дины Нурпеисовой (рзд);НОД-13;66240;47°0'17'';48°20'12''
66250;Кульсары;НОД-13;66250;46°50'38'';53°55'37''
66251;Разъезд №  468;НОД-13;66251;46°42'41'';53°59'36''
66252;Разъезд №  467;НОД-13;66252;46°34'44'';54°3'35''
66254;Разъезд №  465;НОД-13;66254;46°15'19'';54°15'44''
66260;Опорная;НОД-14;66260;46°4'17'';54°23'42''
66261;Разъезд №  464;НОД-14;66261;45°58'32'';54°28'36''
66262;Разъезд №  463;НОД-14;66262;45°52'29'';54°33'47''
66264;Разъезд №  461;НОД-14;66264;45°36'35'';54°48'14''
66265;Разъезд №  460;НОД-14;66265;45°27'49'';54°56'39''
66270;Акжигит;НОД-14;66270;45°2'16'';55°34'2''
66271;Кзыл-Аскер (рзд);НОД-14;66271;45°8'12'';55°22'27''
66280;Бейнеу;НОД-14;66280;45°16'18'';55°7'42''
66291;Оазис (рзд);НОД-14;66291;44°55'19'';55°58'4''
66300;Устюрт;НОД-14;66300;44°52'57'';54°32'42''
66301;Рзд №   2-Г;НОД-14;66301;45°6'30'';54°54'4''
66310;Сай-Утес;НОД-14;66310;44°28'27'';53°38'55''
66311;Разъезд № 8-г;НОД-14;66311;44°17'18'';53°15'0''
66313;Разъезд № 10-Г;НОД-14;66313;44°14'29'';52°52'52''
66315;Разъезд № 12-Г;НОД-14;66315;44°10'27'';52°19'31''
66320;Шетпе;НОД-14;66320;44°6'40'';51°59'50''
66322;Разъезд № 15-B;НОД-14;66322;43°58'36'';51°39'33''
66330;Мангышлак;НОД-14;66330;43°42'31'';51°18'49''
66340;Актау-Порт (перев., эксп.);НОД-14;66350;43°41'8'';51°15'40''
66350;Актау-Порт;НОД-14;66350;43°41'8'';51°15'40''
66360;Ералиево;НОД-14;66360;43°13'58'';51°37'26''
66370;Жетыбай;НОД-14;66370;43°1'2'';51°59'9''
66380;Актау-Порт-Паром;НОД-14;66350;43°41'8'';51°15'40''
66390;Узень;НОД-14;66390;42°53'34'';52°35'3''
66391;Бастау;НОД-14;66391;42°47'36'';52°53'5''
66392;Акбобек;НОД-14;66392;42°39'33'';53°4'22''
66400;Разъезд № 1-A;НОД-14;66400;45°12'1'';55°1'48''
66410;Коркол (рзд);НОД-14;66410;45°44'49'';54°40'20''
66420;Бекбеке (рзд);НОД-13;66420;47°26'22'';53°21'4''
66430;Толтыр (рзд);НОД-13;66430;46°26'21'';54°7'47''
66440;Разъезд № 6-Г;НОД-14;66440;44°40'10'';54°5'34''
66450;Бопай;НОД-14;66450;42°32'12'';53°11'47''
66451;Тайгыр;НОД-14;66451;42°24'56'';53°17'31''
66452;Курмаш;НОД-14;66452;42°22'0'';53°45'24''
66453;Бестортколь;НОД-14;66453;42°20'3'';54°26'0''
66460;Болашак;НОД-14;66460;42°2'32'';54°43'49''
66470;Болашак (эксп);НОД-14;66460;42°2'32'';54°43'49''
66490;Семиглавый Мар (эксп.);НОД-12;66500;51°17'55'';50°2'15''
66500;Семиглавый Мар;НОД-12;66500;51°17'55'';50°2'15''
66505;Вавилино;НОД-12;66505;51°14'39'';50°8'20''
66510;Шипово;НОД-12;66510;51°11'5'';50°14'59''
66511;Родники (рзд);НОД-12;66511;51°11'5'';50°26'37''
66512;Оп 284 км;НОД-12;66512;51°11'5'';50°33'16''
66520;Деркул;НОД-12;66520;51°11'5'';50°39'5''
66530;Переметная;НОД-12;66530;51°14'34'';50°51'38''
66531;Оп 313 км;НОД-12;66531;51°16'13'';50°56'39''
66540;Ростошский (рзд);НОД-12;66540;51°17'41'';51°1'7''
66541;Кардон;НОД-12;66541;51°18'42'';51°7'11''
66550;Уральск-Товарная;НОД-12;66550;51°19'21'';51°11'3''
66560;Уральск;НОД-12;66560;51°18'58'';51°24'50''
66570;Разъезд №5;НОД-14;66570;44°46'41'';54°19'47''
66580;Рзд. 13;НОД-14;66580;44°8'47'';52°10'44''
66590;Кудыксай (рзд);НОД-11;66590;50°25'11'';60°11'15''
66600;Жилаево;НОД-12;66600;51°17'35'';51°38'5''
66610;Пойма;НОД-12;66610;51°16'28'';51°41'17''
66611;Колузаново (рзд);НОД-12;66611;51°16'8'';51°43'46''
66620;Жайык;НОД-12;66620;51°15'54'';51°45'34''
66621;Вербовый (рзд);НОД-12;66621;51°14'35'';51°55'8''
66622;Таксай (рзд);НОД-12;66622;51°13'24'';52°3'51''
66630;Алгабас;НОД-12;66630;51°12'5'';52°13'25''
66631;Оп Санкыбай;НОД-12;66631;51°12'6'';52°17'37''
66632;Ангаты (рзд);НОД-12;66632;51°12'8'';52°23'36''
66633;Гугня (рзд);НОД-12;66633;51°12'10'';52°29'36''
66634;Пепел (рзд);НОД-12;66634;51°12'12'';52°36'47''
66640;Казахстан;НОД-12;66640;51°12'13'';52°42'11''
66641;Жаркий (рзд);НОД-12;66641;51°11'38'';52°49'28''
66642;Сулусай (рзд);НОД-12;66642;51°11'7'';52°56'2''
66643;Оп Мазаново;НОД-12;66643;51°10'40'';53°1'52''
66650;Илецк I (эксп.);НОД-12;66690;51°15'47'';54°56'45''
66660;Амангельды;НОД-12;66660;51°10'5'';53°9'9''
66661;Оп Илек;НОД-12;66661;51°9'55'';53°19'29''
66662;Тузово;НОД-12;66662;51°9'42'';53°33'41''
66663;Успешный (рзд);НОД-12;66663;51°9'29'';53°47'53''
66670;Чингирлау;НОД-12;66670;51°9'14'';54°3'22''
66671;Уютный (рзд);НОД-12;66671;51°9'32'';54°11'2''
66673;Базырово (рзд);НОД-12;66673;51°10'5'';54°25'32''
66680;Цвилинга;НОД-12;66680;51°10'29'';54°35'46''
66681;Оп Ветлянка;НОД-12;66681;51°11'57'';54°41'33''
66682;Денной (рзд);НОД-12;66682;51°13'46'';54°48'47''
66690;Илецк I;НОД-12;66690;51°15'47'';54°56'45''
66700;КОМЫС-САЙ;НОД-11;66700;50°33'1'';56°49'29''
66710;Разъезд № 25;НОД-12;66710;51°12'12'';55°6'38''
66711;Земледелец (рзд);НОД-12;66711;51°10'49'';55°13'57''
66720;Чашкан;НОД-12;66720;51°9'51'';55°19'5''
66721;Разъезд № 27-B;НОД-12;66721;51°7'27'';55°24'17''
66722;Тавшон (рзд);НОД-12;66722;51°4'0'';55°31'43''
66730;Ак-Булак;НОД-12;66730;51°1'36'';55°36'55''
66731;Шолак-Су (рзд);НОД-12;66731;51°0'12'';55°42'8''
66732;Жулдуз (рзд);НОД-12;66732;50°58'35'';55°48'5''
66740;Сагарчин;НОД-12;66740;50°56'46'';55°54'47''
66741;Разъезд № 31-A;НОД-12;66741;50°55'34'';55°59'15''
66742;Кос-Арал (рзд);НОД-12;66742;50°53'58'';56°5'12''
66750;Жайсан (бывш. Яйсан);НОД-11;66750;50°52'21'';56°11'9''
66751;Разъезд № 33-B;НОД-11;66751;50°49'25'';56°18'37''
66752;Шаруа (рзд);НОД-11;66752;50°46'48'';56°25'15''
66760;Мартук;НОД-11;66760;50°44'31'';56°31'4''
66761;Жамансу (рзд);НОД-11;66761;50°41'52'';56°35'35''
66762;Оп № 36;НОД-11;66762;50°38'53'';56°40'39''
66770;Каратогай;НОД-11;66770;50°35'54'';56°45'44''
66771;Комыс-Сай (рзд);НОД-11;66700;50°33'1'';56°49'29''
66772;Разъезд № 38;НОД-11;66772;50°30'16'';56°53'37''
66773;Оп Курайлы;НОД-11;66773;50°24'10'';57°0'29''
66780;Жинишке (бывш. Дженешке);НОД-11;66780;50°16'55'';57°3'28''
66790;Актобе (бывш. Актюбинск);НОД-11;68960;50°11'44'';57°7'27''
66791;Алжан;НОД-11;66791;50°9'16'';57°9'9''
66792;Оп Жангиз-Агач;НОД-11;66792;50°4'20'';57°12'9''
66800;Сарысай (рзд);НОД-11;66800;50°21'15'';58°44'4''
66810;Бестамак;НОД-11;66810;50°0'24'';57°14'32''
66811;Оп № 43;НОД-11;66811;49°56'55'';57°14'28''
66820;Хромтау;НОД-11;66820;50°19'56'';58°26'34''
66830;Алга;НОД-11;66830;49°52'26'';57°14'23''
66840;Тамды;НОД-11;66840;49°47'50'';57°13'25''
66841;Оп № 45;НОД-11;66841;49°42'8'';57°13'57''
66850;Аккемер;НОД-11;66850;49°36'26'';57°14'29''
66851;Разъезд № 47-A;НОД-11;66851;49°28'49'';57°18'4''
66860;Никельтау;НОД-11;66860;50°16'24'';58°10'39''
66870;Дон;НОД-11;66870;50°15'7'';58°26'56''
66880;Жазык (бывш. Просторная);НОД-11;66880;50°8'27'';58°0'43''
66881;Оп № 307;НОД-11;66881;50°12'26'';58°5'41''
66882;Бакай;НОД-11;66882;50°2'40'';58°0'3''
66883;Оп № 310;НОД-11;66883;49°55'15'';57°59'12''
66890;Аккудык;НОД-11;66890;50°19'3'';59°8'43''
66891;Жоса (рзд);НОД-11;66891;50°22'34'';59°44'37''
66893;Уйтас (рзд);НОД-11;66893;50°29'23'';60°54'6''
66900;Токмансай;НОД-11;66900;49°48'39'';57°58'26''
66901;Оп № 311;НОД-11;66901;49°43'18'';57°50'22''
66902;Разъезд № 312;НОД-11;66902;49°37'57'';57°42'17''
66903;Оп Курсай;НОД-11;66903;49°32'36'';57°34'13''
66904;Разъезд № 313;НОД-11;66904;49°29'18'';57°29'15''
66910;Айтеке Би;НОД-11;66910;50°32'20'';61°24'12''
66920;Кимперсай;НОД-11;66920;50°21'29'';58°4'44''
66930;Журын (бывш. Джурун);НОД-11;66930;49°10'35'';57°31'4''
66932;Потуй (рзд);НОД-11;66932;49°19'4'';57°24'11''
66935;Изимбет;НОД-11;66935;49°0'42'';57°43'26''
66937;Талдысай (рзд 53);НОД-11;66937;48°56'21'';57°48'52''
66939;Кудык;НОД-11;66939;48°50'26'';57°56'17''
66940;Жем (бывш. Эмба);НОД-11;66940;48°43'19'';58°5'11''
66942;Кыргыз (бывш. Киргизская);НОД-11;66942;48°36'41'';58°12'57''
66943;Тас (рзд);НОД-11;66943;48°33'21'';58°16'50''
66950;Мугалжар (бывш. Мугоджарская);НОД-11;66950;48°29'40'';58°21'9''
66960;Биршогыр (бывш. Берчогур);НОД-11;66960;48°18'55'';58°30'10''
66961;Оп № 60;НОД-11;66961;48°15'37'';58°38'18''
66970;Котыртас (бывш. Котртас);НОД-11;66970;48°10'19'';58°51'20''
66972;Кауылжыр (бывш. Каульджур);НОД-11;66972;48°2'40'';58°57'50''
66973;Кайыр (рзд) (бывш. Каир);НОД-11;66973;47°59'13'';59°0'45''
66980;Соленая;НОД-11;66980;47°52'48'';59°6'20''
66983;Улпан;НОД-11;66983;47°46'59'';59°20'24''
66990;Шалкар (бывш. Челкар);НОД-11;66990;47°42'14'';59°32'5''
66991;Ушкурай (рзд);НОД-11;66991;47°40'30'';59°38'11''
66993;Копмола;НОД-11;66993;47°36'38'';59°51'45''
66994;Кендала (рзд);НОД-11;66994;47°34'54'';59°57'51''
66996;Жылан (бывш. Джилан);НОД-11;66996;47°31'13'';60°10'45''
66997;Тосбулак (рзд);НОД-11;66997;47°29'6'';60°18'12''
67000;Тогыз (бывш. Тугуз);НОД-11;67000;47°25'49'';60°29'44''
67001;Шиликты (рзд) (бывш. рзд Чиликты);НОД-11;67001;47°22'41'';60°33'58''
67004;Карашокат;НОД-11;67004;47°15'43'';60°43'21''
67005;Акеспе (рзд);НОД-11;67005;47°12'14'';60°48'3''
67007;Шокысу (бывш. Чокусу);НОД-11;67007;47°7'1'';60°55'6''
67009;Курлык (рзд);НОД-11;67009;47°1'27'';61°2'37''
67010;Саксаульская;НОД-10;67010;46°57'58'';61°7'19''
67013;Конту;НОД-10;67013;46°49'4'';61°21'56''
67020;Чумыш;НОД-10;67020;46°11'25'';61°51'50''
67030;Аральское Море;НОД-10;67030;46°41'26'';61°34'27''
67033;Сапак;НОД-10;67033;46°27'38'';61°42'27''
67035;Арал-Кум;НОД-10;67035;46°18'1'';61°48'1''
67040;Камышлыбаш;НОД-10;67040;46°6'46'';61°51'46''
67043;Бикбаули;НОД-10;67043;45°56'1'';61°57'39''
67050;Казалинск;НОД-10;67050;45°47'8'';62°2'32''
67051;Уинду (рзд);НОД-10;67051;45°46'28'';62°10'46''
67052;Кубек;НОД-10;67052;45°45'55'';62°17'31''
67053;Майлибаш;НОД-10;67053;45°44'53'';62°30'15''
67054;Енбекшиказах (рзд);НОД-10;67054;45°44'24'';62°36'15''
67057;Бостандык (рзд);НОД-10;67057;45°42'45'';62°56'28''
67060;Тюратам;НОД-10;67060;45°41'21'';63°13'42''
67061;Дюрменьтюбе;НОД-10;67061;45°39'34'';63°32'7''
67063;Хор-Хут;НОД-10;67063;45°37'39'';63°51'53''
67070;Урдазы (рзд);НОД-10;67070;45°36'48'';64°0'45''
67080;Бай-Хожа;НОД-10;67080;45°43'14'';62°50'29''
67090;Джусалы;НОД-10;67090;45°30'55'';64°7'29''
67091;Ана-Куль (рзд);НОД-10;67091;45°28'28'';64°11'28''
67093;Кизил-Там;НОД-10;67093;45°22'3'';64°21'55''
67095;Кара-Кеткен;НОД-10;67095;45°15'38'';64°32'23''
67097;Караирим (рзд);НОД-10;67097;45°11'21'';64°39'21''
67100;Алабас разъезд;НОД-11;67100;48°22'30'';58°27'10''
67110;РАЗЪЕЗД 19;НОД-4;67110;47°0'19'';61°23'12''
67120;Карашеген;НОД-4;67120;47°2'32'';61°38'12''
67130;Кызгалдакты (рзд) (бывш. Тюльпанны;НОД-11;67130;50°20'36'';57°3'39''
67140;Джалагаш;НОД-10;67140;45°8'54'';64°43'20''
67150;Терень-Узяк;НОД-10;67150;45°6'40'';65°4'3''
67153;Кара-Узяк;НОД-10;67153;44°59'32'';65°21'12''
67160;РАЗЪЕЗД 17;НОД-4;67160;47°6'21'';62°4'10''
67170;Кзыл-Орда;НОД-10;67170;44°52'55'';65°37'4''
67180;Белкуль;НОД-10;67180;44°49'20'';65°44'12''
67182;Берказань;НОД-10;67182;44°45'11'';65°53'8''
67183;Разъезд № 14-A;НОД-10;67183;44°41'37'';66°0'47''
67184;Керкелмес (рзд);НОД-10;67184;44°38'57'';66°6'31''
67190;Соло-Тюбе;НОД-10;67190;44°36'52'';66°10'59''
67191;Разъезд № 16-B;НОД-10;67191;44°33'48'';66°15'31''
67192;Майлытогай (рзд);НОД-10;67192;44°31'20'';66°19'9''
67200;Тартугай;НОД-10;67200;44°28'53'';66°22'47''
67201;Бактысай (рзд);НОД-10;67201;44°26'21'';66°26'20''
67210;Байгакум;НОД-10;67210;44°21'17'';66°33'25''
67211;Разъезд № 20;НОД-10;67211;44°18'10'';66°36'54''
67220;Чиили;НОД-10;67220;44°11'10'';66°44'43''
67221;Акмая (рзд);НОД-10;67221;44°8'50'';66°50'18''
67222;Екпенды (рзд);НОД-10;67222;44°6'16'';66°56'29''
67230;Разъезд № 26;НОД-10;67230;43°52'14'';67°15'31''
67240;Тюмень-Арык;НОД-10;67240;44°3'56'';67°2'4''
67241;Буртескен (рзд);НОД-10;67241;44°0'54'';67°5'21''
67242;Жаилма (рзд);НОД-10;67242;43°58'32'';67°7'55''
67250;Яны-Курган;НОД-10;67250;43°55'50'';67°10'50''
67252;Боройнак (рзд);НОД-10;67252;43°48'12'';67°20'47''
67253;Аккум;НОД-10;67253;43°44'36'';67°25'28''
67260;Талап;НОД-10;67260;43°39'13'';67°32'29''
67270;Беш-Арык;НОД-10;67270;43°34'44'';67°39'12''
67273;Сауран;НОД-10;67273;43°27'29'';67°52'21''
67280;Шорнак;НОД-10;67280;43°24'47'';67°57'9''
67290;Абай;НОД-4;67290;47°8'36'';62°19'47''
67300;Караганда-Сортировочная;НОД-4;67300;49°58'28'';72°55'42''
67310;РАЗЪЕЗД 16;НОД-4;67310;47°11'45'';62°43'53''
67312;Оп Паровозное Депо;НОД-4;67312;49°57'27'';72°57'13''
67314;Оп 713 км;НОД-4;67314;49°55'2'';72°54'31''
67320;Нура (бывш. Нуринская);НОД-4;67320;50°13'15'';72°51'24''
67321;Оп Первое Мая;НОД-4;67321;50°10'10'';72°54'44''
67322;Кокпекты (бывш.Солонички);НОД-4;67322;50°0'28'';72°56'4''
67323;Оп Компанейское;НОД-4;67323;49°56'6'';72°56'0''
67330;Мырза (бывш. Мурза);НОД-4;67330;50°16'17'';72°47'57''
67340;Шокай;НОД-4;67340;50°25'49'';72°39'15''
67341;Оп Актау;НОД-4;67341;50°17'21'';72°46'59''
67342;Оп Астаховка;НОД-4;67342;50°19'49'';72°44'44''
67350;Актасты;НОД-4;67350;50°29'24'';72°22'34''
67360;Осакаровка;НОД-4;67360;50°34'28'';72°18'3''
67370;Жана Караганды (бывш. Караганда-Но;НОД-4;67370;49°53'6'';72°54'27''
67371;Оп Новый Майкудук;НОД-4;67371;49°50'22'';72°53'39''
67380;Май-Кудук;НОД-4;67380;49°48'46'';72°53'27''
67390;Караганды;НОД-4;67390;49°46'23'';72°51'32''
67400;Караганда-Угольная;НОД-4;67400;49°47'53'';72°44'48''
67410;Жанааул;НОД-4;67410;50°0'50'';72°48'42''
67411;Оп 14 км;НОД-4;67411;50°3'39'';72°44'52''
67412;Аккудык (бывш. Большой Металлургич;НОД-4;67412;50°4'46'';72°42'55''
67413;Оп 17 км;НОД-4;67413;50°5'34'';72°41'23''
67414;Оп Соцгородок;НОД-4;67414;50°5'54'';72°40'30''
67420;Тегисжол;НОД-4;67420;49°56'59'';72°44'27''
67430;Темиртау;НОД-4;67430;50°6'17'';72°38'28''
67440;Углерудная;НОД-4;67440;49°59'4'';72°46'19''
67450;Сокыр (бывш. Новодубовская);НОД-4;67450;49°54'57'';72°43'21''
